Users,Age,Screentime,SocialMediaHours,SleepHours,ExerciseMinutes,StudyWorkHours,ProductivityScore,StressLevel,Platform
3741,24,3.06,7.71,7.7,113,3.3,48.46,High,Instagram
3742,37,9.81,7.82,7.25,108,5.28,42.49,Low,Instagram
3743,28,11.69,5.8,4.62,20,4.28,59.5,Low,Twitter
3744,40,3.36,6.16,3.58,26,6,36.26,Low,Twitter
3745,33,3.06,4.73,3,82,4.86,14.86,Medium,Twitter
3746,27,6,6.17,6.58,99,4.91,84.37,Medium,LinkedIn
3747,32,9.23,6.95,4.27,75,5.42,30.63,Medium,Instagram
3748,30,4.1,4.15,3.08,34,9.89,7.68,Low,LinkedIn
3749,30,1.22,5.15,5.15,47,6.01,50.56,Medium,Instagram
3750,30,6.95,4.53,8.77,96,7.51,87.89,Medium,Twitter
3751,28,11.52,4.72,7.14,99,4.75,28.79,Low,Twitter
3752,32,5.3,7.18,8.15,104,3.93,45.62,Medium,YouTube
3753,47,5.62,3.17,3.87,22,9.25,40.85,Low,Twitter
3754,24,11.66,2.06,3.44,63,7.68,5.79,Medium,Twitter
3755,35,8.64,3.92,3.07,12,6.24,86.97,High,Snapchat
3756,41,8.91,2.06,8.73,117,4.03,76.13,Low,Instagram
3757,42,7.19,4.24,4.8,29,3.32,10.48,Medium,Twitter
3758,36,11.72,7.28,5.76,73,3.27,14.08,Medium,Snapchat
3759,33,8.58,5.13,5.37,104,5.53,2.05,High,Snapchat
3760,28,10.85,6.92,7.38,19,8.87,98.59,High,Snapchat
3761,31,8.69,1.75,4.86,5,8.93,42.2,Medium,Twitter
3762,24,9.09,7.26,6.21,94,7.7,93.11,High,LinkedIn
3763,27,4.19,5.01,8.97,18,5.88,42.59,High,LinkedIn
3764,34,4.34,0.74,5.66,66,3.11,11.28,High,Instagram
3765,22,9.61,5.25,6.31,73,5.31,34.99,High,LinkedIn
3766,33,4.26,7.64,6.02,9,7.25,42.4,Medium,Twitter
3767,31,7.19,1.09,7.82,55,6.36,18.48,High,Instagram
3768,19,3.74,4.87,4.6,20,5.63,6.3,High,Instagram
3769,40,9.99,7.37,4.02,55,4.85,32.34,Low,Instagram
3770,47,2.22,0.57,7.52,56,7.77,54.39,High,YouTube
3771,28,10.12,5.23,5.49,1,8.58,26.28,Medium,Twitter
3772,32,7.63,4.06,8.48,108,7.51,95.91,Low,Twitter
3773,21,3.06,3.1,6.86,38,9.44,48.66,High,LinkedIn
3774,34,6.96,5.21,6.39,60,8.02,13.9,Low,LinkedIn
3775,28,4.11,0.9,3.42,44,5.06,41.94,Low,Twitter
3776,41,4.56,6.15,7.38,93,6.55,71.06,Medium,YouTube
3777,29,4.87,0.53,7.12,109,5.54,49.23,Medium,Snapchat
3778,46,1.7,2.8,6.84,27,5.92,33.79,High,YouTube
3779,19,11.85,4.28,4.61,17,9.06,11.52,Low,YouTube
3780,23,1.35,3.33,8.68,13,3.71,46.5,Low,LinkedIn
3781,40,8.29,2.81,4.93,54,1.12,10.64,Low,YouTube
3782,28,5.08,6.73,3.91,58,7.26,37.72,Medium,LinkedIn
3783,47,8.11,7.51,8.92,108,2.63,12.51,Medium,LinkedIn
3784,43,4.92,7.05,7.48,18,2.39,67.94,Medium,Instagram
3785,45,8.41,4.42,5.49,103,9.93,77.49,Medium,YouTube
3786,18,9.02,7.13,8.62,99,3.4,25.11,High,YouTube
3787,43,8.6,7.41,3.55,40,2.83,8.4,High,YouTube
3788,18,2.25,3.57,3.53,11,2.72,35.36,Low,Twitter
3789,49,8.23,2.63,7.09,19,4.71,56.49,High,Snapchat
3790,31,4.08,1.24,4.07,33,4.68,77.03,Low,Snapchat
3791,37,1.32,4.09,8.5,35,6.69,40.89,Low,Twitter
3792,47,5.56,7.6,8.04,20,1.93,37.23,Medium,YouTube
3793,23,5.77,4.71,4.84,55,6.72,90.93,Medium,LinkedIn
3794,23,6.14,5.51,8.33,82,5.08,45.52,High,Twitter
3795,21,8.75,1.35,3.26,40,2.87,45.27,High,LinkedIn
3796,29,4.4,1.58,6.29,40,8,41.59,High,Twitter
3797,47,4.47,3.98,8.61,42,5.27,36.96,Low,YouTube
3798,25,1.67,7.63,8.13,105,7.45,73.12,Low,YouTube
3799,18,8.56,3.21,5.14,98,9.29,28.9,Medium,Twitter
3800,27,7.25,7.08,4.1,71,4.18,38.5,High,YouTube
3801,46,4.84,1.4,4.26,85,9.08,28.95,Medium,Instagram
3802,44,8.76,5.13,6.09,106,2.8,57.46,High,Twitter
3803,20,6.91,5,6.58,37,3,96.08,High,YouTube
3804,40,6.16,6.95,3.2,17,6.97,39.64,Medium,LinkedIn
3805,46,6.62,0.52,5.48,7,1.92,96.85,Low,Snapchat
3806,36,8,1.92,7.98,118,5.09,66.01,High,Snapchat
3807,35,8.26,2.15,5.67,65,2.92,79.75,Medium,YouTube
3808,37,4.18,7.62,4.02,19,6.14,33.97,High,LinkedIn
3809,19,2.55,1.65,8.73,68,8.26,23.22,Low,LinkedIn
3810,28,2.72,0.78,4.6,56,1.38,58.1,Medium,Snapchat
3811,35,8.03,4.51,7.79,105,4.72,99.08,Low,Instagram
3812,28,10.6,4.46,4.16,93,7.58,71.31,High,Instagram
3813,32,5.5,6.83,5.54,17,4.08,68.48,Low,Twitter
3814,48,2.86,7.62,5.94,107,1.38,45.56,High,Twitter
3815,16,9.32,4.54,6,59,6.32,88.07,High,LinkedIn
3816,30,10.16,7.47,6.1,86,2.08,70,High,Snapchat
3817,28,10.69,5.94,4.35,116,4.33,67.81,Medium,YouTube
3818,32,7.68,2.48,6.1,1,9.91,29.96,Low,Twitter
3819,39,10.47,7.46,5.89,41,4.58,95.82,Low,Instagram
3820,23,1.17,5.51,4.25,63,8.59,25.79,Medium,LinkedIn
3821,42,2.18,3.61,8.93,43,8.74,52.85,Medium,Twitter
3822,38,2.02,5.6,8.19,50,3.37,34.62,Low,LinkedIn
3823,23,8.84,3.51,8.33,100,6.36,18.9,High,YouTube
3824,23,1.77,1.36,7.11,105,9.53,15.27,Low,Twitter
3825,41,6.46,5.89,3.96,95,6.46,30,High,Snapchat
3826,28,6.2,6.68,6.41,64,8.32,69.21,High,YouTube
3827,43,4.42,5.97,7.93,102,5.16,97.5,Low,Instagram
3828,40,10.57,2.22,3.23,64,7.47,85.47,Medium,LinkedIn
3829,31,2.87,7.67,5.98,117,1.2,22.58,Medium,YouTube
3830,17,4.88,0.69,5.38,53,8.09,8.76,High,YouTube
3831,33,9.52,3,4.27,112,7.05,68.98,Low,YouTube
3832,32,1.33,2.45,5.27,107,4.23,3.97,Low,LinkedIn
3833,45,8.4,0.86,8.9,94,4.75,86.05,Medium,Snapchat
3834,28,9.98,3.54,7.34,38,3.94,82.73,Low,LinkedIn
3835,47,11.25,5.17,4.8,7,5.72,79.58,Medium,LinkedIn
3836,44,10.64,7.12,6.63,66,1.98,55.69,High,Instagram
3837,45,4.51,7.92,4.48,110,8.6,97.38,Low,LinkedIn
3838,33,7.45,6.56,6.67,75,5.3,46.38,Low,LinkedIn
3839,28,1.85,4.02,8.38,112,1.39,98.67,Medium,Snapchat
3840,36,3.84,5.93,6.34,97,5.98,88.31,High,LinkedIn
3841,45,2.04,6.83,7.4,48,9.37,13.53,High,LinkedIn
3842,36,4.47,3.99,5.72,88,1.79,89.59,Medium,LinkedIn
3843,32,10.63,6.39,6.14,35,2.11,31.18,High,LinkedIn
3844,34,4.82,4.12,7.17,6,4.48,77.06,Low,Instagram
3845,30,7.18,3.4,7.87,14,7.62,1.02,Low,Instagram
3846,24,5.77,4.45,6.96,84,6.44,28.31,Medium,LinkedIn
3847,25,6.05,5.57,8.86,24,5.12,76.09,High,LinkedIn
3848,46,11.67,5.95,7.92,111,9.93,97.26,High,Instagram
3849,38,4.26,3.18,7.66,56,2.67,17.93,Low,Instagram
3850,45,7.9,4.78,8.07,37,8.4,46.48,Medium,LinkedIn
3851,48,5.62,7.32,4.69,36,2.11,59.13,Medium,LinkedIn
3852,24,1.67,7.82,5.59,15,2.62,95.3,Low,Snapchat
3853,16,6.38,2.2,6.39,0,3.66,45.87,Low,Instagram
3854,26,9.95,1.95,5.77,46,8.86,93.42,High,Instagram
3855,49,2.09,5.58,8.08,51,5,97.84,Medium,Instagram
3856,31,1.77,3.61,3.16,36,4.56,94.22,Low,Twitter
3857,24,2.69,0.68,4.26,44,5.42,75.12,Medium,YouTube
3858,47,9.41,3.1,8.29,13,6.68,13.5,Medium,Instagram
3859,30,8.96,6.55,3.35,56,4.81,60.64,High,Twitter
3860,27,7.22,6.48,4.36,33,9.66,75.6,Low,YouTube
3861,48,6.15,4.21,5.11,65,2.22,95.54,High,YouTube
3862,29,10.77,4.04,7.5,30,5.28,78.02,Low,Instagram
3863,23,9.43,4.85,6.36,82,4.74,54.35,Low,YouTube
3864,23,9.93,2.15,8.73,82,7.23,21.31,Medium,Twitter
3865,42,9.95,4.45,4.37,43,9.67,46.25,Low,Instagram
3866,27,8.07,0.58,8.23,22,3.6,64.19,Medium,LinkedIn
3867,16,6.04,4.07,4.7,93,9.6,33.14,Low,LinkedIn
3868,26,10.51,3.02,4.47,80,8.45,46.19,Low,LinkedIn
3869,46,11.19,5.56,5.99,65,8.29,2.72,Medium,Twitter
3870,32,1.26,5.29,3.43,10,1.66,88.02,High,Twitter
3871,48,1.57,3.36,5.31,48,9.47,4.44,Medium,YouTube
3872,47,11.55,0.55,5.13,77,8.55,41.52,Low,Twitter
3873,44,4.05,2.39,3.96,104,7.16,51.59,High,Instagram
3874,36,10.61,5.25,8.16,57,2.15,97.27,Low,Snapchat
3875,36,5.28,1.04,5.32,28,4.78,93.58,High,LinkedIn
3876,38,2.31,1.31,8.89,82,8.56,64.99,High,YouTube
3877,21,1.88,5.35,8.4,91,4.94,58.82,Low,YouTube
3878,37,2.72,6.17,4.17,50,4.93,37.29,Low,LinkedIn
3879,23,3.75,2.91,6.03,0,3.43,5.07,High,LinkedIn
3880,26,6.37,4.17,6.61,4,1.46,27.5,High,Instagram
3881,39,8.72,7.59,7.91,114,5.62,84.92,Low,YouTube
3882,36,11.85,7.59,8.31,33,7.97,65.18,Low,LinkedIn
3883,17,5.86,2.81,6.74,77,2.31,81.63,Medium,Twitter
3884,34,6.7,6.57,3.21,18,9.04,83.86,Low,YouTube
3885,43,6.74,4.95,5.89,87,6,7.16,Medium,Twitter
3886,32,6.93,7.82,8.31,39,8.31,34.38,Low,LinkedIn
3887,21,6.7,4.08,7.28,80,7,67.92,Medium,Instagram
3888,34,1.1,6.31,8.22,65,2.21,85.46,Low,YouTube
3889,43,1.02,6.26,7.04,94,9.16,80.34,High,YouTube
3890,17,2.07,4.23,3.26,80,7.46,42.79,Medium,LinkedIn
3891,19,2.12,6.47,8.81,63,1.32,93.28,Low,Twitter
3892,37,8.75,2.46,8.51,71,6.22,30.77,Medium,Snapchat
3893,41,3.25,1.42,3.76,109,5.32,38.2,Medium,LinkedIn
3894,28,10.84,3.69,3.68,16,8.73,18.96,Medium,Twitter
3895,47,11.21,7.58,6.23,37,2.11,23.47,Medium,Twitter
3896,32,11.73,4.26,7.54,89,6.32,1.86,Low,Snapchat
3897,34,11.33,5.26,5.29,42,3.79,31.54,Medium,YouTube
3898,43,3.99,5.18,3.82,39,3.21,31.35,Low,Instagram
3899,16,6.61,1.49,6.06,44,1.2,7.66,Medium,Snapchat
3900,33,2.93,3.43,5.03,39,3.99,34.71,High,LinkedIn
3901,48,9.87,5.8,5.11,70,4.56,30.84,Low,Twitter
3902,27,10.77,7.79,6.87,119,5.03,80.11,Low,Snapchat
3903,23,10.36,1.76,8.31,87,7.61,16.47,Low,Twitter
3904,39,5.77,3.58,6.35,93,4.63,72.78,Low,YouTube
3905,31,9.35,1.21,7.13,89,2.76,13.87,Medium,Twitter
3906,19,2.07,2.32,6.96,29,4.58,50.13,High,Instagram
3907,42,1.44,3.33,6.31,34,1.63,73.9,High,LinkedIn
3908,24,9.29,4.55,4.86,65,9.75,61.04,High,YouTube
3909,31,5.68,2.23,5.27,43,1.6,64.94,High,Twitter
3910,27,11.95,2.21,4.89,3,2.82,21.43,Low,Instagram
3911,46,2.07,6.33,8.5,63,4.85,82.91,High,Instagram
3912,39,10.41,7.72,7.96,4,9.4,95.26,High,LinkedIn
3913,29,6.28,2.93,6.48,47,2.61,16.28,High,YouTube
3914,40,10.1,5.66,8.47,65,4.6,88.94,Low,LinkedIn
3915,49,9.99,2.44,8.32,94,9.9,40.37,Low,LinkedIn
3916,18,11.08,7.46,8.57,26,6.42,70.18,Medium,Instagram
3917,39,4.28,5.55,4.33,23,6.53,51.17,Medium,Snapchat
3918,24,11.45,6.52,7.31,55,9.77,79.54,High,Twitter
3919,41,2.67,0.87,6.66,44,5.55,5.48,Low,YouTube
3920,35,1.9,4.99,7.4,67,1.02,33.04,Low,Snapchat
3921,25,5.75,4.46,4.58,27,1.28,5.7,Medium,LinkedIn
3922,34,10.11,2.7,7.17,4,7.13,94.23,High,YouTube
3923,18,6.21,2.47,5.46,90,2.9,17.84,Low,LinkedIn
3924,39,10.12,4.85,8,107,5.31,43.03,Medium,YouTube
3925,20,9.03,5.8,7.77,46,5.96,64.5,Medium,YouTube
3926,18,3.3,0.75,4.27,4,7.01,46.69,High,Twitter
3927,42,11.44,4.76,4.1,4,1.75,54.12,High,Instagram
3928,31,1.67,1.78,7.31,47,7.84,21.2,Low,Twitter
3929,30,10.88,1.55,6.3,72,9.28,7.64,Low,Twitter
3930,27,4.35,5.17,6.34,46,3.3,26.48,Medium,Snapchat
3931,41,6.5,2.83,7.52,61,4.42,32.4,Low,Twitter
3932,49,5.65,3.81,8.13,26,7.69,42.17,High,YouTube
3933,38,2.89,3.2,4.43,3,3.24,30.3,Low,LinkedIn
3934,46,4.94,5.36,6.33,48,5.88,4.55,Low,Snapchat
3935,35,3.12,4.03,7.97,87,6.94,10.37,Low,YouTube
3936,27,3.24,7.73,8.24,90,8.91,67.71,High,LinkedIn
3937,38,3.06,3.14,4.72,64,4.11,7.25,Low,LinkedIn
3938,19,6.38,6.05,3.62,95,5.43,5.58,Low,Snapchat
3939,38,9.78,2.43,4.4,79,2.66,81.37,High,Twitter
3940,16,7.26,4.32,8.67,86,3.77,5.08,High,Snapchat
3941,40,10.83,4.64,5.77,91,1.85,7.8,Low,Snapchat
3942,17,8,2.97,5.51,60,2.78,55.4,Low,Snapchat
3943,45,8.58,4.04,3.08,19,4.12,44.84,High,LinkedIn
3944,18,8.34,2.59,3.31,80,4.82,96.48,Medium,Twitter
3945,36,5.94,0.55,7.01,99,7.36,93.75,Medium,Instagram
3946,40,8.58,2.12,6.54,118,5.13,66.36,High,LinkedIn
3947,35,1.77,5.75,6.45,108,1.44,8.11,Medium,Snapchat
3948,37,10.46,6.28,3.66,7,7.8,50.82,Medium,LinkedIn
3949,36,9.56,2.6,5.11,81,5.8,5.46,High,YouTube
3950,48,3.7,3.56,7.87,12,9.45,90.89,Medium,Twitter
3951,30,9.45,0.78,4.05,72,6.72,66.34,High,Instagram
3952,30,1.14,2.28,8.3,36,5.81,57.82,Medium,Twitter
3953,40,3.39,6.34,3.73,93,3.65,43.36,Low,YouTube
3954,36,1.72,5.04,4.01,42,3.13,51.46,Low,Instagram
3955,39,9.58,2.04,5.87,91,3.07,40.63,High,LinkedIn
3956,20,9.31,2.43,8.67,109,4.66,10.86,High,Instagram
3957,21,9.95,6.63,4.98,55,2.54,66.44,Medium,Snapchat
3958,38,1.05,2.07,6.95,49,8.6,99.64,High,YouTube
3959,19,6.51,3.01,6.53,81,8.25,12.14,Medium,Snapchat
3960,42,8.75,5.48,3.9,19,7.56,99.42,High,YouTube
3961,33,2.71,4.71,4.49,47,1.44,90.06,High,LinkedIn
3962,36,8.15,3.96,8.58,99,1.65,89.52,High,LinkedIn
3963,43,1.93,7.25,4.11,18,6.73,83.29,Low,Snapchat
3964,37,2.99,2.15,7.17,68,7.74,92.43,Low,YouTube
3965,38,6.23,6.06,8.79,97,1.24,25.4,Medium,YouTube
3966,18,8.19,1.69,3.72,16,3.61,44.28,High,LinkedIn
3967,25,2.6,5.12,5.4,27,2.23,48.5,High,Twitter
3968,40,3.04,7.03,4.34,35,3.08,7.73,Low,Snapchat
3969,23,3.25,3.93,4.33,37,5.67,98.11,Low,Snapchat
3970,26,3.63,5.93,3.71,93,1.98,69.25,Low,YouTube
3971,20,3.49,6.65,6.9,117,3.07,45.71,Medium,Instagram
3972,44,5.35,1.52,7.48,81,6.08,99.23,High,LinkedIn
3973,20,8.19,5.79,7.06,69,5.57,27.95,Medium,LinkedIn
3974,24,5.82,7.4,8.55,115,8.72,34.37,Low,Twitter
3975,17,9.54,4.82,3.87,25,2.36,19.89,Low,Instagram
3976,16,8.91,1.9,4.92,78,4.33,19.46,Medium,Instagram
3977,45,2.39,1.45,5.07,0,9.32,19.66,Low,Instagram
3978,26,1.54,2.45,4.39,80,8.16,61.47,High,Twitter
3979,43,10.66,1.28,3.85,94,6.38,30.12,High,LinkedIn
3980,27,1.88,4.35,5.92,1,7.92,95.22,High,Instagram
3981,41,2.63,1.02,8.01,35,5.04,81.86,Low,LinkedIn
3982,28,1.24,2.18,8.73,55,9.2,16.96,Low,LinkedIn
3983,23,7.91,3.8,3.78,34,6.4,83.56,Medium,Twitter
3984,43,7.41,4.05,7.94,26,7.26,35.22,Low,LinkedIn
3985,45,11.86,4.74,7.95,116,6.87,23.55,Low,YouTube
3986,24,10.76,5.79,5.33,66,7.05,78.43,High,LinkedIn
3987,46,5.52,0.85,3.66,55,6.77,85.84,Low,YouTube
3988,36,5.09,1.1,8.94,45,1.66,96.08,Low,Instagram
3989,49,4.27,0.96,6.93,19,6.43,42.6,High,YouTube
3990,46,2.68,3.67,8.89,7,8.05,56.65,Medium,Instagram
3991,40,2.52,0.81,5.9,92,1,61.88,High,YouTube
3992,27,2.46,6.1,5.37,71,9.03,63.14,Low,YouTube
3993,16,2.26,2.17,4.48,104,9.57,40.81,Low,Instagram
3994,37,3.65,7.54,8.9,113,2.15,16.08,Medium,Twitter
3995,16,4.37,4.15,4.52,90,5.82,7.97,Medium,LinkedIn
3996,16,11.58,3.85,3.14,25,2,90.69,High,YouTube
3997,36,7.36,6.35,6.07,102,3.55,37.29,High,Snapchat
3998,30,11.86,5.85,5.26,73,6.59,18.89,Medium,Twitter
3999,32,5.1,5.05,4.57,61,3.73,98.37,High,LinkedIn
4000,37,6.03,7.51,6.81,93,4.29,80.49,High,Twitter
4001,31,4.57,3.67,5.19,32,7.72,98.14,Low,Twitter
4002,23,3.01,6.56,5.41,60,6.17,28.6,Medium,Instagram
4003,32,2.57,3.35,3.14,99,5.66,46.86,High,Snapchat
4004,32,11.4,6.79,6.53,19,3.92,81.06,Medium,LinkedIn
4005,41,11.85,2.45,3.73,67,7.34,55.64,Medium,Twitter
4006,28,1.49,2.67,4.28,86,4.82,36.14,Low,Instagram
4007,32,2.65,5.58,7.3,28,9.09,16.68,Medium,LinkedIn
4008,32,5.66,2.1,4.88,45,6.41,56.61,Medium,Instagram
4009,29,3.05,2.22,3.98,95,5.84,60.24,Medium,LinkedIn
4010,21,5,2.79,6.46,36,8.23,72.35,Medium,Twitter
4011,29,2.42,5.59,4.29,100,5.37,79.26,Medium,YouTube
4012,23,6.02,7.17,4.63,114,3.51,12.69,Low,Snapchat
4013,30,3.99,5.56,6.73,89,2.4,63.17,Medium,YouTube
4014,42,4.87,6.71,7.44,52,6.06,78.36,Low,YouTube
4015,28,2.04,4.58,7.44,4,4.82,39.51,Low,Twitter
4016,46,5.71,1.02,5.89,87,4.58,28.28,Medium,Instagram
4017,21,11.82,1.25,5.73,106,4.14,48.49,Low,Snapchat
4018,20,4.62,4.66,7.73,65,7.04,31.7,High,YouTube
4019,37,10.64,2.96,4.16,14,5.67,51.48,Low,Instagram
4020,38,10.28,2.15,3.91,45,5.84,31.54,Medium,Snapchat
4021,40,11.47,4,6.99,109,3.77,42.85,High,Twitter
4022,49,9.69,5.5,5.46,103,6.52,91.6,Low,Snapchat
4023,41,8.26,3.39,7.26,115,4.63,91.74,Medium,LinkedIn
4024,20,10.42,6.52,4.54,56,7.93,99.23,High,Twitter
4025,41,1.83,6.04,4.95,7,5.77,49.13,Medium,YouTube
4026,35,6.09,6.01,8.38,36,3.61,17.64,Medium,LinkedIn
4027,21,11.88,7.89,5.53,100,2.33,89.01,Medium,Instagram
4028,21,9.47,2.71,6.55,56,7.3,60.09,High,YouTube
4029,33,11.58,5.34,3.64,13,4.34,75.02,High,LinkedIn
4030,19,9.58,6.92,4.07,4,1.59,17.1,High,Twitter
4031,32,10.62,4.85,3.22,72,9.23,32.65,Medium,LinkedIn
4032,29,8.77,6.42,5.55,85,4.48,28.25,High,LinkedIn
4033,29,9.37,3.61,8.93,42,7.71,56.42,Low,YouTube
4034,28,6.75,4.93,8.24,48,5.13,99.72,Low,LinkedIn
4035,22,11.17,0.92,6.8,107,9.02,61.62,Medium,Snapchat
4036,30,10.08,7.89,8.17,43,1.26,57.71,High,YouTube
4037,34,10.28,6.5,6.57,55,3.33,76.15,Medium,Snapchat
4038,32,8.4,7.02,5.21,47,5.91,33.55,Medium,LinkedIn
4039,34,4.35,5.71,4.04,29,3.91,26.07,High,Snapchat
4040,35,1.39,1.9,6.92,32,7.68,83.97,Medium,Twitter
4041,47,11.29,0.73,4.16,113,7.2,96.09,High,Twitter
4042,39,7.45,6.98,5.5,101,1.23,42.72,Medium,LinkedIn
4043,32,4.28,3.47,7.95,36,6.4,5.09,High,Snapchat
4044,22,2.64,2.48,3.78,49,8.52,18.74,Medium,LinkedIn
4045,16,10.12,4.71,3.77,108,3.84,85.84,Low,Twitter
4046,47,10.2,3.66,4.35,101,2.25,13.04,Low,Snapchat
4047,28,9.96,5.39,6.31,6,7.64,76.54,Medium,Twitter
4048,21,8.1,4.13,4.51,66,9.1,62.4,Medium,Snapchat
4049,29,5.03,5.73,6.02,42,6.91,72.95,Low,YouTube
4050,30,4.34,6.9,4.81,39,8.61,26.4,Low,LinkedIn
4051,19,1.09,1.97,6.04,31,9.99,2.81,Low,Snapchat
4052,31,10.17,2.97,4.67,99,5.49,4.94,Medium,Snapchat
4053,43,1.96,3.78,8.88,105,9.42,72.76,Low,YouTube
4054,31,7.94,7.72,5.96,104,4.1,61.73,Medium,Instagram
4055,19,6.54,3.24,7.46,54,7.71,84.2,High,YouTube
4056,41,6.79,3.36,7.2,108,9.11,40.53,Medium,Snapchat
4057,43,11.19,5.4,5.94,82,5.69,56,Medium,Instagram
4058,47,1.35,3.64,4.43,94,6.64,78.57,Medium,Twitter
4059,17,9.51,7.63,6.06,93,9.73,50.17,Low,LinkedIn
4060,46,1.57,7.21,7.09,110,3.26,99.34,Medium,Instagram
4061,18,1.42,4.35,5.76,100,4.2,74.55,High,Twitter
4062,23,5.73,5.34,3.49,88,7.95,68.65,Medium,Snapchat
4063,39,1.69,0.94,3.11,76,4.07,80.35,High,Instagram
4064,30,9.68,5.72,4.97,75,5.51,77.94,Medium,YouTube
4065,46,6.83,5.8,3.9,8,1.45,22.75,High,LinkedIn
4066,24,1.32,3.19,8.44,119,6.09,21.83,High,YouTube
4067,17,1.45,2.15,4.05,103,6.64,61,Low,YouTube
4068,23,7.74,7.36,5.37,8,1.74,44.17,High,LinkedIn
4069,22,9.87,3.7,7.27,63,3.2,87.29,Medium,YouTube
4070,31,5.82,5.4,7.89,116,4.9,29.72,High,Snapchat
4071,45,7.1,0.75,5.87,44,8.03,33.76,High,YouTube
4072,25,9.8,3.61,4.09,90,1.19,17.47,High,Snapchat
4073,33,7.72,6.63,4.63,60,3.98,98.19,Low,YouTube
4074,20,3.47,3.41,5.51,104,1.04,12.49,Medium,Snapchat
4075,44,7.74,5.02,5.19,94,5.69,98.31,High,Instagram
4076,49,7.91,2.07,5.09,69,5.49,70.93,Medium,Snapchat
4077,38,9.08,3.62,3.79,92,7.8,9.83,Medium,LinkedIn
4078,20,7.83,7.46,8.48,93,1.04,16.05,High,YouTube
4079,45,11.66,4.75,3.18,37,7.83,33.37,Low,Instagram
4080,21,3.17,7.26,5.64,74,9.02,26.77,Low,YouTube
4081,19,11.46,7.27,8.88,105,3.86,97.34,Medium,Snapchat
4082,44,6.92,7.58,6.96,45,4,61.72,Low,YouTube
4083,38,8.39,7.22,5.13,69,1.01,8.36,Low,Twitter
4084,21,2.09,0.52,3.88,102,4.86,53.02,High,Instagram
4085,47,5.19,7.51,8.78,104,6.52,89.82,Low,Twitter
4086,33,9.46,1.53,3.08,63,2.1,42.2,High,YouTube
4087,30,8.78,0.8,7.09,94,6.91,66.95,Low,Snapchat
4088,47,1.44,0.92,8.28,34,4.29,77.55,High,Instagram
4089,24,7.01,3.12,3.15,11,7.06,19.32,Medium,Instagram
4090,25,1.97,5.16,7.35,47,3.26,85.69,Medium,Snapchat
4091,35,11.95,3.52,8.99,62,7.97,45.43,High,Instagram
4092,21,10.87,0.69,6.84,44,5.94,6.61,Low,Snapchat
4093,18,1.23,4.07,5.49,5,5.8,88.01,High,Twitter
4094,26,10.45,3.82,8.25,44,5.39,56.87,Low,YouTube
4095,32,11.11,6.18,6.33,89,8.58,20.63,Low,Instagram
4096,47,4.89,2.6,7.5,100,5.99,32.43,Medium,Instagram
4097,19,8.91,2.13,6.53,31,2.44,57.37,Medium,Instagram
4098,19,5.86,2.42,3.23,67,6.63,38.04,Low,Twitter
4099,32,8.21,2.78,4.28,103,5.63,24.1,High,Snapchat
4100,34,4.74,4.99,3.47,2,1.62,48.45,High,Snapchat
4101,20,4.55,4.04,3.64,1,6.23,19.32,Low,Twitter
4102,47,5.67,3.03,3.09,19,1.71,25.29,High,YouTube
4103,37,2.6,3.31,5.53,82,7.52,82.85,Medium,Twitter
4104,21,10.14,3.28,4.07,38,6.89,23.63,Low,Instagram
4105,37,4.84,7.79,8.13,11,5.44,69.84,High,YouTube
4106,16,5.4,2.25,7.5,60,7.74,25.8,Low,LinkedIn
4107,35,10.83,6.64,6.44,35,3.53,22.03,Low,YouTube
4108,37,6.46,5.81,5.93,105,5.02,25.86,Medium,Twitter
4109,26,6.99,0.54,4.54,91,1.14,47.36,High,Instagram
4110,28,11.52,7.95,5.85,8,9.89,15.48,Low,YouTube
4111,18,10.75,6.17,6.85,43,1.51,11.55,Low,Snapchat
4112,24,2.86,5.62,7.69,74,1.94,75.92,High,YouTube
4113,27,6.21,3.54,3.49,52,5.45,3.31,High,LinkedIn
4114,38,11.68,4.66,7.25,29,4.38,39.16,High,YouTube
4115,29,5.1,2.4,7.46,114,5.79,40.21,High,YouTube
4116,48,5.09,0.77,6.35,65,8.52,89.41,Low,YouTube
4117,33,3.15,6.77,4.29,37,2.43,77.67,High,Instagram
4118,24,2.26,7.22,6.24,37,6.76,51.56,Low,Twitter
4119,38,9.14,1.72,6.02,32,1.16,48.5,Low,Instagram
4120,25,9.47,6.4,5.85,70,8.11,56.99,High,YouTube
4121,34,11.66,6.06,5.76,107,8.34,36.42,Medium,Snapchat
4122,20,9.51,1.84,3.66,84,4.41,70.38,Medium,Snapchat
4123,38,3.68,3.66,4.1,54,2.56,68.92,Medium,Snapchat
4124,45,1.44,3.67,3.58,75,8.3,57.89,Low,YouTube
4125,40,11.84,6.2,4.45,115,9.18,6.71,Low,YouTube
4126,43,4.74,6.78,4.58,84,1.68,13.56,Medium,LinkedIn
4127,49,4.43,1.21,4.47,22,6.22,4.89,High,LinkedIn
4128,40,10.97,4.72,4.27,69,9.44,72.13,Low,Twitter
4129,25,7.44,6.21,7.41,13,6.79,48.28,High,YouTube
4130,29,3.36,6.4,7.91,95,8.38,95.54,Low,YouTube
4131,45,10.78,1.61,4.96,48,3.07,95.28,Medium,Snapchat
4132,40,11.93,4.44,4.83,112,1.92,80.02,Medium,LinkedIn
